,OBJECTID_1,OBJECTID,NAME,WADDRESS,DWEBSITE,DEMAIL,DPHONE,NC_ID,CERTIFIED,TOOLTIP,NLA_URL,SERVICE_RE,Sqmi,NC_Name,Population,Populati_1,White_pop,Black_pop,Ameri_es_p,Asian_pop,Hawn_pi_po,Hispanic_p,Other_pop,Multi_pop,Male_pop,Female_pop,Age_under5,Age_5_9,Age_10_14,Age_15_19,Age_20_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85_up,Median_age,Med_age_ma,Med_age_fe,Households,Avg_hh_siz,Househol_1,Hsehld_1_f,Marhh_chd,Marhh_no_c,Mhh_child,Fhh_child,Families,Avg_family,Housing_un,Vacant,Owner_occ,Renter_occ,Shape__Area,Shape__Length
10,11,11,PACOIMA NC,http://pacoimanc.com/,http://empowerla.org/PNC,PNC@EmpowerLA.org,213-978-1551,7,2002-03-07T00:00:00.000Z,PACOIMA NC,navigatela/reports/nc_reports.cfm?id=7,REGION 1 - NORTH EAST VALLEY,10.9689828275,PACOIMA NC,3829.05969,3892.8643700000002,1816.5009289999998,233.64562709999998,30.17327011,158.074671,6.0676494210000005,3054.466629,1433.538368,151.0591757,1929.3947679999999,1899.66492,325.86500950000004,313.6712068,311.1681857,341.7440316,319.3701671,589.6945594,567.2270247,457.7144715,320.1653683,167.0432794,84.05772950000001,31.33865652,1.27614516,1.188054567,1.3169075559999999,913.6603908,0.16228363099999998,62.20599906,59.24881313,325.5356268,154.5254747,57.54616021,112.9549097,740.4832935,0.167188119,967.8829159,54.22252517,542.4621973999999,371.1981933,0.0018946532654809999,0.202993844351493
11,12,12,RESEDA NC,http://www.resedacouncil.org/,http://empowerla.org/RNC,RNC@EmpowerLA.org,213-978-1551,15,2002-10-08T00:00:00.000Z,RESEDA NC,navigatela/reports/nc_reports.cfm?id=15,REGION 3 - SOUTH WEST VALLEY,8.608730272419999,RESEDA NC,5386.559389999999,5384.8272,2887.134973,206.05115880000002,33.22513927,714.5477775,6.32718272,2644.654735,1262.935467,276.3376879,2659.68529,2726.874096,358.7152401,334.9670631,362.26895310000003,403.7863043,404.739393,773.7483251,824.9310527000001,759.2933469,556.6912062000001,291.1227704,197.3782147,118.91751640000001,1.624066786,1.592292561,1.638286985,1623.70085,0.13400895599999998,140.6687546,173.01336469999998,454.3834851,369.6730183,63.2055366,136.0821109,1185.90389,0.150796181,1711.07595,87.37509552,889.8811955,733.8196585,0.001488070680807,0.155569209562822
12,13,13,MID-TOWN NORTH HOLLYWOOD NC,http://www.midtownnoho.org/,http://empowerla.org/MTNHNC,MTNHNC@EmpowerLA.org,213-978-1551,24,2002-09-24T00:00:00.000Z,MID-TOWN NORTH HOLLYWOOD NC,navigatela/reports/nc_reports.cfm?id=24,REGION 4 - SOUTH EAST VALLEY,6.9353069209500005,MID-TOWN NORTH HOLLYWOOD NC,3620.566439,3680.910507,2240.17868,188.40143899999998,25.81727304,251.8114295,5.9557850210000005,1647.58402,735.5219636,172.8798641,1811.978406,1808.5880329999998,216.42885840000002,187.8142499,193.1294441,215.67755490000002,285.4507456,715.7743696,616.1447003999999,510.4627631,355.3947632,180.6266263,100.19953520000001,43.46282832,0.93442693,0.921640564,0.946823544,1440.63974,0.067725439,221.79687169999997,233.2659741,252.46738509999997,247.7481732,43.94085097,106.10207720000001,772.3147713,0.084429495,1536.79284,96.15310473,458.0157454,982.6239949999999,0.001199176164164,0.157199432648084
13,14,14,NORTH HOLLYWOOD NORTHEAST NC,http://www.nhnenc.org/,http://empowerla.org/NHNENC,NHNENC@EmpowerLA.org,213-978-1551,23,2002-09-24T00:00:00.000Z,NORTH HOLLYWOOD NORTHEAST NC,navigatela/reports/nc_reports.cfm?id=23,REGION 4 - SOUTH EAST VALLEY,4.41983667703,NORTH HOLLYWOOD NORTHEAST NC,5877.709071,5895.7428,2848.35574,179.9093729,43.46011825,588.1952372000001,9.997797586,3973.3261939999998,1956.725156,251.0656534,2963.12572,2914.58335,438.4082285,397.6035986,428.9446793000001,489.7209166,483.9222199,959.3647948999999,819.0748311000001,791.2517004,580.2263671000001,279.82419669999996,151.1593459,58.20819207,1.8365611469999998,1.775521938,1.899409006,1649.57682,0.20342017899999998,150.8098419,148.4877741,472.01093899999995,313.4468392,84.81819597,191.8720624,1238.143763,0.22442198,1730.3769100000002,80.80009424,680.9308962,968.6459235,0.000763972950153,0.145941580408405
14,15,15,WILMINGTON NC,http://www.wilmingtonneighborhoodcouncil.com/,http://empowerla.org/WILMINGTON,WilmingtonNC@EmpowerLA.org,213-978-1551,93,2001-12-11T00:00:00.000Z,WILMINGTON NC,navigatela/reports/nc_reports.cfm?id=93,REGION 12 - HARBOR,20.689602556700002,WILMINGTON NC,3366.1746409999996,3520.78185,1795.6125170000003,441.8244602,57.73925963,232.74494380000002,53.32158837,1470.034136,614.9311962,170.0006757,2473.689592,892.4850492,112.27717890000001,111.0674007,108.36781840000002,171.34189469999998,227.337489,537.1407373,670.8581974,637.255902,455.2726442,229.32591490000001,89.27628680000001,16.65317662,2.2522734769999997,2.266982414,2.248247019,704.7713002,0.108754225,214.7260339,61.17413941,123.1265425,157.7795965,20.61533129,53.99457409,398.3039159,0.180419362,946.7423700999999,241.97107000000003,413.84722630000005,290.9240738,0.00359461148355,0.545766452104943
15,16,16,NC WESTCHESTER/PLAYA,http://www.ncwpdr.org/,http://empowerla.org/NCWP,NCWP@EmpowerLA.org,213-978-1551,71,2002-03-12T00:00:00.000Z,NC WESTCHESTER/PLAYA,navigatela/reports/nc_reports.cfm?id=71,REGION 11 - WEST LA,20.8783268319,NC WESTCHESTER/PLAYA,2351.53243,2374.97651,1338.63608,372.6856993,7.696922327999999,357.7943939,6.010876493,378.74153839999997,127.7760514,140.9324014,1122.5396,1228.9928289999998,140.2429203,83.1552692,77.92708470000001,121.0467519,203.99991719999997,509.70477180000006,407.80628939999997,303.5494422,238.4800429,144.1138247,79.7829381,41.72317651,0.897212662,1.019352895,0.897798825,1112.4953,0.041542769,189.0605263,242.28609790000002,150.2841159,240.25307030000002,18.46501647,50.70983737,529.256118,0.04545909,1185.334867,72.83956717,522.6449037,589.8503957,0.003619593087706,0.363425375459774
16,17,17,WEST ADAMS NC,http://www.westadamsnc.org/,http://empowerla.org/WANC,WANC@EmpowerLA.org,213-978-1551,75,2002-02-19T00:00:00.000Z,WEST ADAMS NC,navigatela/reports/nc_reports.cfm?id=75,REGION 10 - SOUTH LA 1,3.16365699389,WEST ADAMS NC,3583.0541020000005,3615.261507,1016.9126259999999,1341.507053,26.38470472,250.86888330000002,6.1910536039999995,1423.026425,737.4124089,203.7773726,1693.281604,1889.772497,211.0053815,210.91876769999996,230.98846699999999,254.17395299999998,241.6991008,493.0767228,498.2945115,510.06037879999997,422.9766613,257.2114102,170.55323700000002,82.09551019,2.291522306,2.150986028,2.398865133,1320.69621,0.15311941199999998,147.4110021,226.45948739999997,237.7564199,258.3358351,43.42933327,148.634759,858.5224923000001,0.186882152,1393.7300599999999,73.03384992,671.1300553,649.56616,0.000547998011143,0.117960788420345
17,18,18,VAN NUYS NC,http://www.vnnc.org/,http://empowerla.org/VNNC,VNNC@EmpowerLA.org,213-978-1551,20,2002-07-23T00:00:00.000Z,VAN NUYS NC,navigatela/reports/nc_reports.cfm?id=20,REGION 4 - SOUTH EAST VALLEY,8.76316497723,VAN NUYS NC,4960.2234,5026.3067,2845.231278,247.8505037,33.31151085,456.88259239999996,5.656485085,2428.66779,1137.5026699999999,233.7883543,2451.14567,2509.077732,365.1082422,301.9551187,303.16000510000003,333.5912131,361.8779747,838.2995638,807.3851073,673.7259637999999,479.06277,249.2805859,154.5757196,92.20113518,1.715477619,1.716335828,1.691747189,1694.3168,0.13083363,192.6968023,233.0932347,408.9539463,321.0782803,67.68323407,144.63155930000002,1096.3237900000001,0.15218446,1806.978795,112.6619915,653.0227624,1041.294041,0.00151493801809,0.184489223324925
18,19,19,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",http://www.unnc.org/index.html,http://empowerla.org/UNNC,UNNC@EmpowerLA.org,213-978-1551,74,2002-05-14T00:00:00.000Z,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",navigatela/reports/nc_reports.cfm?id=74,REGION 10 - SOUTH LA 1,4.04369015206,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",4599.2119,4641.59198,1179.73954,1250.6622619999998,43.26373943,553.82673,4.509240826,2531.5810579999998,1353.733917,213.47646469999998,2220.366365,2378.845534,310.40903010000005,291.35954489999995,295.02997039999997,332.16095,341.25863589999994,698.2016064,653.0924751,637.4969308999999,491.57248899999996,274.425039,176.00301240000002,98.20221495,1.217832495,1.150361397,1.276610236,1512.541126,0.09923799300000001,164.5702105,230.0799758,302.6526361,246.02311490000002,66.08760247,194.97304609999998,1013.3714,0.11729517099999999,1619.913223,107.3720969,455.68495650000006,1056.85617,0.0007003749803969999,0.119455172327238
19,20,20,EMPOWERMENT CONGRESS SOUTHWEST AREA NDC,http://southwestnc.org/,http://empowerla.org/ECSWANDC,ECSWANDC@EmpowerLA.org,213-978-1551,84,2002-03-23T00:00:00.000Z,EMPOWERMENT CONGRESS SOUTHWEST AREA NDC,navigatela/reports/nc_reports.cfm?id=84,REGION 9 - SOUTH LA 2,3.89061990982,EMPOWERMENT CONGRESS SOUTHWEST AREA NDC,3081.7334079999996,3080.257896,400.63356739999995,1911.611355,15.93151611,13.19138531,5.25328971,1090.61241,634.8410522,100.2712425,1419.1680800000001,1662.565333,219.49642110000002,212.01950159999998,233.49133199999997,259.50087,225.3408002,384.0768655,397.726386,438.77370819999993,322.37548,216.9698299,127.008307,44.95391103,1.298652717,1.201048257,1.3742213069999998,1032.71985,0.10607276300000001,105.11551429999999,167.1508884,174.0436456,145.497644,46.05264824,187.06986650000002,711.0775636,0.124773185,1100.14601,67.42616014,503.49673319999994,529.223115,0.0006744516219899999,0.12489511392167801
20,21,21,SUN VALLEY AREA NC,http://svanc.org/,http://empowerla.org/SVANC,SVANC@EmpowerLA.org,213-978-1551,8,2002-05-07T00:00:00.000Z,SUN VALLEY AREA NC,navigatela/reports/nc_reports.cfm?id=8,REGION 1 - NORTH EAST VALLEY,12.7721265575,SUN VALLEY AREA NC,6664.83343,6764.69782,4247.2218060000005,129.7872182,40.61890391,611.2524947,14.34802579,3017.83672,1371.97768,249.62730180000003,3273.164239,3391.66919,397.38589360000003,376.42857050000003,428.5849699,507.4803087,483.752783,856.7993146,868.1120073999999,1014.5311039999999,817.74302,492.2103973,270.64261610000005,151.1624401,1.997196081,1.907081768,2.052620491,2005.48347,0.176969739,183.1625105,196.31760319999998,516.8569572,543.5870194,69.84584785,164.0062206,1486.752132,0.193727762,2111.09486,105.61139070000002,1381.416406,624.0670666,0.0022071203425179996,0.272928329933252
21,22,22,ELYSIAN VALLEY RIVERSIDE NC, ,http://empowerla.org/EVRNC,EVRNC@EmpowerLA.org,213-978-1551,43,2002-07-09T00:00:00.000Z,ELYSIAN VALLEY RIVERSIDE NC,navigatela/reports/nc_reports.cfm?id=43,REGION 7 - EAST,1.0602917332200001,ELYSIAN VALLEY RIVERSIDE NC,19435.050740000002,19510.64543,9272.073840000001,334.53209669999995,171.1624254,4089.81802,24.22758312,10984.58805,4674.40538,868.8313947,9735.6094,9699.441331,1127.19437,1093.206192,1109.92704,1305.6277599999999,1362.1278949999999,3302.2662600000003,3284.85156,2629.86061,2101.00932,1248.21044,627.23118,243.53811119999997,21.03240112,20.41999363,21.49783791,6646.540747,1.557080227,777.5927902000001,776.7443112000001,1491.075221,1315.7554699999998,245.35078959999998,514.7611178999999,4262.78622,1.8859945969999998,7124.555884,478.0151369,2688.011097,3958.52965,0.00018350698246600002,0.09057859479952099
22,23,23,P.I.C.O. NC,http://piconc.com/,http://empowerla.org/PICO,PICO@EmpowerLA.org,213-978-1551,60,2002-03-12T00:00:00.000Z,P.I.C.O. NC,navigatela/reports/nc_reports.cfm?id=60,REGION 5 - CENTRAL 1,2.6363939746000002,P.I.C.O. NC,3839.0901299999996,3903.00957,1852.13962,935.934298,25.87029965,346.32838260000005,4.817357212,967.2948103,469.6945774,204.3055945,1837.41206,2001.67807,212.820844,184.0219173,180.98128469999997,185.2264983,235.4441986,709.5775325000001,681.0205331000001,544.274523,432.3938573,248.9194048,147.8607749,76.54876121,1.8729064619999998,1.813224685,1.9336976769999998,1671.84509,0.114921785,249.7175234,357.9235662,244.56406529999998,283.459994,35.64046307,117.03406409999998,831.94323,0.15118743099999998,1803.51994,131.6748506,589.4754076,1082.369682,0.00045654761720499996,0.103791406981975
23,24,24,NORTHWEST SAN PEDRO NC,http://www.nwsanpedro.org/,http://empowerla.org/NWSPNC,NWSPNC@EmpowerLA.org,213-978-1551,94,2002-02-12T00:00:00.000Z,NORTHWEST SAN PEDRO NC,navigatela/reports/nc_reports.cfm?id=94,REGION 12 - HARBOR,5.50924473347,NORTHWEST SAN PEDRO NC,9004.85412,9382.387316,5541.623807999999,1165.858265,152.7430157,576.452712,109.5759249,2871.92681,994.3788768,464.2215168000001,6590.59017,2414.263946,237.8201,247.6610171,244.0137957,385.88245919999997,525.5295925,1340.59175,1824.9101649999998,1782.274905,1286.84937,721.6656039,310.0758693,97.57948733,5.969747311,5.9090630079999995,6.594735952000001,2072.802991,0.29130074100000003,519.6878036999999,241.5591617,336.62858989999995,596.7117617,42.10968816,114.56701399999999,1220.96633,0.38744285799999995,2709.1877,636.3847088,1455.9741800000002,616.8288071000001,0.000957351956004,0.238687843925075
24,25,25,MID CITY WEST CC,http://www.midcitywest.org/,http://empowerla.org/MCWCC,MCWCC@EmpowerLA.org,213-978-1551,58,2002-06-25T00:00:00.000Z,MID CITY WEST CC,navigatela/reports/nc_reports.cfm?id=58,REGION 5 - CENTRAL 1,6.0317499865699995,MID CITY WEST CC,2187.66135,2210.315203,1655.39205,144.7331284,5.901220287999999,224.66255180000002,2.003228259,209.59889280000002,66.77602758,88.19314714,1068.903323,1118.75803,101.8909113,74.51599937,66.90311967,62.23881731,139.5421923,518.8910618,405.0224311,280.7794238,226.50733959999997,138.4986264,101.49790959999999,71.37351717,0.7890630190000001,0.7893101240000001,0.7881461129999999,1147.7123199999999,0.040147711,250.22772519999998,304.00973619999996,115.3897898,176.35284309999997,10.43252791,33.68911596,395.6089538,0.058595873,1243.562556,95.85023065,305.3018228,842.4105026000001,0.001044240728334,0.192717530345339
25,26,26,MAR VISTA CC,http://marvistacc.org/,http://empowerla.org/MVCC,MVCC@EmpowerLA.org,213-978-1551,67,2002-08-13T00:00:00.000Z,MAR VISTA CC,navigatela/reports/nc_reports.cfm?id=67,REGION 11 - WEST LA,6.090201047560001,MAR VISTA CC,3061.35804,3062.0338699999998,1916.9288199999999,134.4419,19.24060454,540.8804726,6.049432774,695.4967187000001,286.1132133,157.70359380000002,1524.5243679999999,1536.8336689999999,164.12668349999998,132.32152040000003,126.22818590000001,133.1631608,219.1506875,637.3024231,506.8006716,417.5413635,351.8715042,194.26868340000001,119.74349129999999,58.83966146,0.9845693659999999,0.965195093,1.004431828,1367.826393,0.056956457,232.8645923,251.2086333,219.0885587,280.7150135,24.0790069,58.36780773,673.2882939,0.073603962,1494.66909,126.842697,519.7497834,848.0766099,0.0010550884217080002,0.168986104579302
26,27,27,HISTORIC CULTURAL NC,http://www.hcncla.org/,http://empowerla.org/HCNC,HCNC@EmpowerLA.org,213-978-1551,46,2002-04-27T00:00:00.000Z,HISTORIC CULTURAL NC,navigatela/reports/nc_reports.cfm?id=46,REGION 6 - CENTRAL 2,3.4884289281800003,HISTORIC CULTURAL NC,7229.94831,7443.912223,2705.754476,1068.795139,55.80973657,2236.53239,7.711698264,2074.802426,922.8456373,232.49923880000003,4645.4458079999995,2584.502507,205.2889884,184.7398196,196.628266,297.35983210000006,628.1100591000001,1627.6412300000002,1441.78338,1166.092427,745.2277623,388.9154456,239.8515696,108.3095425,6.55770592,6.475798419,6.570678452,2621.24102,0.344578406,806.2345686000001,458.9112828,249.4122034,403.7590074,39.26883898,96.87121623,956.6300507999999,0.46496328299999995,2954.932232,333.69121160000003,584.2594469,2036.981574,0.000604027193503,0.162245678671933
27,28,28,HARBOR CITY NC,http://www.harborcitync.com/index.html,http://empowerla.org/HARBORCITYNC,HarborCityNC@EmpowerLA.org,213-978-1551,92,2002-03-26T00:00:00.000Z,HARBOR CITY NC,navigatela/reports/nc_reports.cfm?id=92,REGION 12 - HARBOR,3.5505776728699994,HARBOR CITY NC,5540.58945,5726.09891,2350.398163,648.4745721,45.64236315,940.6728598999999,77.51604019,2530.485168,1173.041086,304.8443671,2669.74064,2870.84881,394.0835521,356.2659643,332.94570219999997,493.0844073,526.9049217,793.7885173,728.3387937000001,729.4425229,553.1264852999999,330.66326580000003,215.0195921,86.92572693,3.631379533,3.625083833,3.667863102,1754.1798379999998,0.329574357,171.5342636,211.1811872,419.2446909,402.2042723,64.77544867,191.2205705,1265.44455,0.386427746,2304.80824,550.6284013,915.9905732999999,838.1892644,0.000616712702367,0.137098822959536
28,29,29,VENICE NC,http://www.venicenc.org/,http://empowerla.org/VNC,VeniceNC@EmpowerLA.org,213-978-1551,68,2002-03-12T00:00:00.000Z,VENICE NC,navigatela/reports/nc_reports.cfm?id=68,REGION 11 - WEST LA,4.6685319254,VENICE NC,3153.180315,3133.196186,2423.51776,125.9852223,14.59344028,283.6674636,6.35302205,453.6263984,153.89986000000002,145.1635452,1581.047614,1572.132701,144.05512140000002,103.8963282,90.44665653,90.36710581,159.10676519999998,617.2655779,576.8856821,457.92340599999994,414.1626617,273.9947587,154.37268999999998,70.70356554,1.5345267230000001,1.530877269,1.539051437,1628.6201199999998,0.074074614,356.1970807,349.673647,173.6876923,351.54925039999995,22.6226741,48.79306415,679.2269695,0.09950177,1855.934843,227.3147174,684.9270893999999,943.6930358,0.0008090083176739998,0.189774190423434
